tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1745514253648277802',"✌️ Dziękujemy!
#ProtestWolnychPolaków https://t.co/VFTPTdDw8t",pl,Retweet,23,3281,788,2233,404782,2024-01-11 19:33:22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#ProtestWolnychPolaków,,photo,https://pbs.twimg.com/media/GDlPulgW8AAWqfP.jpg
'1745462316160958764',"Temperatures are freezing in Warsaw, it's the middle of winter 

That didn't stop tens of thousands of Polish patriots from coming out to march for freedom

I can't believe it #FreePoland 
https://t.co/lcXpGcUHBi",en,Retweet,83,10176,3017,196,211505,2024-01-11 16:06:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#FreePoland,,video,https://video.twimg.com/ext_tw_video/1745459756075266048/pu/vid/avc1/1280x720/Z-DKH1vO4Kio3BrN.mp4?tag=12
'1745502622012907862',"W piątek gościem Bogdana #Rymanowski.ego będzie były premier, wiceprezes PiS @MorawieckiM. Zapraszamy na 8:02 i jak zwykle czekamy na Wasze pytania w komentarzach! https://t.co/Y5m79z1OS0",pl,Retweet,1,392,70,228,42292,2024-01-11 18:47:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#Rymanowski,,photo,https://pbs.twimg.com/media/GDlFSQLW8AA8uaJ.jpg
'1745461939176939998',Jesteście wielcy! Tu jesteśmy wolni! ✌️🇵🇱,pl,Tweet,71,7718,1667,2167,480560,2024-01-11 16:05:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1745390919421956579',✌️🔥 Widzimy się już za parę godzin! #ProtestWolnychPolaków 💪 https://t.co/0MRNRJgpMK,pl,Tweet,5,2194,499,758,141502,2024-01-11 11:23:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#ProtestWolnychPolaków,,photo,https://pbs.twimg.com/media/GDjfyd9XsAAoXfu.jpg
'1745064930976428510',"🔥 Pełna mobilizacja! Jutro o 16:00 widzimy się przed Sejmem RP, aby zademonstrować nasz sprzeciw wobec m. in. rażącego łamania prawa i nieprzestrzegania zasad Konstytucji przez ekipę Tuska.
✌️ 🇵🇱 Przyjdź na #ProtestWolnychPolaków https://t.co/VLUse9DFkx",pl,Retweet,7,1249,417,702,86404,2024-01-10 13:47:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#ProtestWolnychPolaków,,photo,https://pbs.twimg.com/media/GDe1-zjWEAAjduS.jpg
'1745120953367994686',"Po raz pierwszy od 35 lat, od upadku komuny i wielkiego zwycięstwa Polaków nad totalitaryzmem - mamy w Polsce więźniów politycznych… 
Mariusz Kamiński I Maciej Wąsik to ofiary politycznej zemsty  nowego rządu Donalda Tuska.
Apeluję do demokratycznej wspólnoty świata Zachodu, by nie patrzyła biernie na to, co dziś dzieje się w Polsce! 
🇵🇱

For the first time in 35 years, since the fall of communism and the great victory of Poles over totalitarianism, we have political prisoners in Poland...
Mariusz Kamiński and Maciej Wąsik are victims of the political revenge of Donald Tusk's new government.
I appeal to the democratic community of the West not to look passively at what is happening in Poland today.
🇵🇱",pl,Tweet,153,6732,2444,4437,664566,2024-01-10 17:30:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1745120562840506368/pu/vid/avc1/1920x1080/vnYRG07kOifvxOC_.mp4?tag=14
'1744824761161597439',Na naszych oczach dzieją się rzeczy bez precedensu. To jest realne zagrożenie naszej demokracji. https://t.co/nne4oRf6ND,pl,Tweet,69,6217,1942,3048,334293,2024-01-09 21:53:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1744824516868513792/vid/avc1/1280x720/z0ZQ_QjbO4NXPb6r.mp4?tag=14
'1744803532484583844',"W Polsce pierwszy raz od czasów Jaruzelskiego mamy więźniów politycznych.
Łajdacka władza jak za komuny wsadza do więzień przeciwników politycznych. Pomimo ułaskawienia Prezydenta, pomimo wyroku Sądu Najwyższego. Kolejne czarne karty polskiej historii.",pl,Tweet,72,7937,2126,5860,697596,2024-01-09 20:29:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1744685919779660180',Posiedzenie Sejmu odwołane. Zwykłe tchórzostwo! Strach przed obywatelami. 11 stycznia widzimy się w Warszawie! #ProtestWolnychPolaków,pl,Tweet,17,4687,1127,2143,343549,2024-01-09 12:41:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#ProtestWolnychPolaków,,,
'1744677426947387565',"Wielka szkoda. Uczciwy i prawy Ksiądz. Wieczny odpoczynek racz Mu dać Panie.

fot. IPN https://t.co/S8u5qQ2dnT",pl,Tweet,6,2279,295,241,109443,2024-01-09 12:08:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GDZW3yAWsAAp0is.jpg
'1744390098219622658',Bezprawie w czystej formie! Tak właśnie rodzą się dyktatury.,pl,Tweet,17,5829,1452,4059,559021,2024-01-08 17:06:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1744339963938836619',"Gdyby za hipokryzję dawali nagrody, to Koalicja Ośmiu Gwiazdek miałaby już kilka murowanych Oscarów. A to podobno dopiero początek ich kariery. Niestety nie filmowej, bo można by po prostu wyjść z tego seansu…

Rządzący chyba zapomnieli, czym jest plagiat i kto napisał scenariusz do filmu, który próbują teraz pokazać Polakom. A są tylko statystami. 

Ale my się nie obrażamy. Wiecie dlaczego? Bo NAŚLADOWNICTWO JEST NAJSZCZERSZĄ FORMĄ POCHLEBSTWA.

A teraz kilka faktów. 

To rząd @pisorgpl już we wrześniu 2023 przygotował, przegłosował i wprowadził ustawę o minimalnej płacy i stawce godzinowej. Przy głośnym sprzeciwie dzisiejszego rządu i ich mediów. 
Dziś Ci sami ludzie, którzy jeszcze 8 lat temu akceptowali głodowe pensje Polaków i płace 5 zł za godzinę, pokazują swoją hipokryzję.

Gdy nasze rozwiązania działają i okazują się skuteczne - przedstawiają je jako swoje. Przykłady?
✅Tak było w przypadku dopłat do energii dla polskich rodzin.
✅Tak było z programem 800plus.
✅Tak jest z inflacją. Według nich miała rosnąć - a właśnie widzimy jej kolejny mocny spadek. 
✅Tak jest z bezpiecznym kredytem, który zostawili, ale zepsuli.
✅I dokładnie tak jest teraz z płacą minimalną!

Drodzy rządzący! To, że przypisujcie sobie czyjeś sukcesy świadczy tylko o tym, że nie macie własnych pomysłów na Polskę. 
🇵🇱📊
#KOpiują",pl,Tweet,25,2410,808,1152,165486,2024-01-08 13:47:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GDUjmGBXAAAJQUk.jpg
'1744057137779601719',Posłuchajcie całej mojej rozmowy w @GBNEWS: https://t.co/oPqwgqfDN8,pl,Tweet,24,1445,631,384,98673,2024-01-07 19:03:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.youtube.com/watch?v=3OkeYXAUJXc&t=27m06s,,
'1743963501398229440',"‘Lots of people are very surprised with this aggressive violation of law.’ 

Former Prime Minister of Poland, Mateusz Morawiecki, expresses his concern for the new Polish Government getting rid of the state TV channel. https://t.co/hLJgX7wz2B",en,Retweet,32,819,402,150,72370,2024-01-07 12:51:14,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>",,,video,https://video.twimg.com/amplify_video/1743963028838649857/vid/avc1/1920x1080/W_SxcEmKJjMpxWPV.mp4?tag=16
'1743963424722170321',"The takeover of public TV is a very bad development of matters in Poland and I regret it. This is similar to what Lukashenka and Putin are doing  - to monopolize access to information. I don't want Poland to be discussed in terms of violating the Constitution.
However, we are not complaining to international bodies like Civic Platform did in trying to get Article 7 re: the rule of law enacted on Poland. Poland should deal with this issue. Instead, we are calling for a protest for free Poles on 11th January.",en,Retweet,4,238,102,37,22771,2024-01-07 12:50:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GDPNTHZXAAA9ssN.jpg
'1743962285830295958',"Former PM @MorawieckiM:
When I was PM, people could form their opinions from 3 different channels. The public media provides a different point of view and this is what democracy is all about.
The word balanced is critically important. This is why over the last 8 years the public media was presenting a different point of view than the majority of liberal leftist media which is dominant in Poland. If you want balance - as Democrats would want - you want to see different points of view. Now there is only one point of view.",en,Retweet,4,267,108,73,32292,2024-01-07 12:46:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GDPMdEPXQAA320k.jpg
'1743961258024378826',"Former PM @MorawieckiM:
There is a radical violation of the law as well as the use of violent aggression against public media.
There is a very clear legislative path that Tusk could have used - instead he’s chosen to use force, to use the police to liquidate public media.
The last time this happened was during martial law and now it's happening again.",en,Retweet,5,373,163,85,33750,2024-01-07 12:42:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GDPLgDaWUAAnXaV.jpg
'1743165439251734640',"⚠️Bezpieczeństwo i stabilność gospodarcza Polski są zagrożone⚠️ 
Co możemy zrobić, by bronić wolności i fundamentów demokracji? Zjednoczyć się! 
11 stycznia o 16:00 zapraszam wszystkich na #ProtestWolnychPolaków
 🇵🇱🛡✌️
@pisorgpl @RepublikaTV https://t.co/yCXx57ohyq",pl,Tweet,13,2684,977,1315,129507,2024-01-05 08:00:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#ProtestWolnychPolaków,,video,https://video.twimg.com/ext_tw_video/1742911867360870402/pu/vid/avc1/1280x720/rmkdMKpR31E3Lqcw.mp4?tag=12
'1742535755619078500',"Poland's security is at risk. Why?
The Eight-Star Coalition has already agreed to a migration pact in Brussels and now we hear that some arms contracts for the Polish army are being questioned.
We need to carefully observe what they do. Let's work together for a safe Poland. https://t.co/Hr2zEYNwah",en,Tweet,22,1736,639,548,128537,2024-01-03 14:17:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1742535675042291712/vid/avc1/1280x720/1JTMm8zMH3vWZ46W.mp4?tag=14
'1742455960130453726',"Bezpieczeństwo Polski jest zagrożone poprzez przyjęty po cichu pakt migracyjny i kwestionowanie kontraktów zbrojeniowych.
Musimy działać razem dla bezpiecznej Polski! https://t.co/Pxw6iLI1Vc",pl,Tweet,29,3720,1403,1183,167723,2024-01-03 09:00:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1742455867289554944/vid/avc1/1280x720/qJa7csbTdLX50vVz.mp4?tag=14
'1741791510859743242',"Czy wiecie Państwo jakie jest najważniejsze osiągnięcie Polski w ostatnich latach?

Wg @UNICEF, Polska zajęła 1. miejsce na świecie pod względem spadku ubóstwa wśród dzieci. 

Kolejny krok od dziś: 500+ stało się 800+

Szczęśliwego Nowego Roku! https://t.co/KRewODSyuI",pl,Tweet,84,4642,1433,855,270691,2024-01-01 13:00:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GCwWJZxWEAASh-o.jpg
'1741581967689159147',"Szczęśliwego Nowego Roku! Wiele miłości, spokoju i uśmiechu. 😀🙏😀 https://t.co/tjeUvQB7QU",pl,Tweet,39,8803,939,2620,486736,2023-12-31 23:07:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GCtXkRdXkAExsE0.jpg
'1741117607489454412',"Postanowienia noworoczne Donalda Tuska i koalicji drożyzny na rok 2024? 
⚠️PODWYŻKI⚠️ Oto skutki ich nieudolności.
🎊💸🎉 https://t.co/Xf9srGgWGB",pl,Tweet,46,3021,1039,2460,248134,2023-12-30 16:22:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1741117520461832192/vid/avc1/1280x720/ue-Xk_nGlSggf-qG.mp4?tag=14
'1741081996204319067',"Donald Tusk to prawdopodobnie pierwszy premier na świecie, który chce obniżyć ceny benzyny poprzez podniesienie opłaty paliwowej.",pl,Tweet,58,7239,1445,2534,504437,2023-12-30 14:01:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1740983651666686343',Rewolucja zaczyna obejmować gusta muzyczne. Co następne? Wyrzucą Bolka i Lolka z TVP ABC?,pl,Tweet,25,4202,860,2316,634382,2023-12-30 07:30:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1740701422818058439',"Niepokojące informacje napływają do nas z okolic Tomaszowa Lubelskiego, gdzie najprawdopodobniej
spadł niezidentyfikowany obiekt, który wleciał na terytorium Polski. Dziś w nocy trwał szturmowy ostrzał terytorium Ukrainy przez Rosję. 

Politycy obecnej koalicji bezpardonowo wykorzystywali takie sytuacje do walki politycznej. To było nieodpowiedzialne i szkodliwe dla naszego bezpieczeństwa. Dziś już nie ma apeli o dymisję rozliczenia i rozdzierania szat. 

To kolejny przykład, że priorytetem dla Polski musi być to, co zawsze było najważniejsze dla rządu @pisorgpl - bezpieczeństwo naszego terytorium i obrona polskich granic!",pl,Tweet,46,4019,971,2748,556321,2023-12-29 12:48:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1740366374512562610',"@donaldtusk Ciekaw jestem co Pan w tej sprawie załatwił? Bo wniosek złożył mój rząd, a decyzję o wypłacie Rada UE zatwierdziła 8 grudnia, czyli zanim Pan został Premierem…",pl,Reply,48,7557,1441,1426,274490,2023-12-28 14:37:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1739980106435846643',"Ze smutkiem przyjąłem wiadomość o śmierci Wolfganga Schaeuble, byłego ministra finansów RFN oraz przewodniczącego Bundestagu. Był jednym z tych niemieckich polityków, który zabiegał o budowę poprawnych relacji między Niemcami i Polską, opartych na szacunku i zrozumieniu. https://t.co/pDPPtit15S",pl,Tweet,13,1482,273,323,122668,2023-12-27 13:02:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GCWmryBXkAAzBN4.jpg
'1738926427871858869',Ważny krok w sporze o legalność działań w PAP. Nielegalnie przebywająca w siedzibie PAP agencja ochroniarska zatrudniona przez osobę podającą się za prezesa opuściła budynek Agencji. Walczymy o poszanowanie prawa i pluralizm w mediach.,pl,Tweet,29,3930,944,1386,500194,2023-12-24 15:15:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1738877180476809397',"Niech nowo narodzony Jezus rozświetli Państwu każdy dzień nadzieją na lepsze jutro w rodzinie, szkole i pracy, a Polsce przyniesie bezpieczną przyszłość.
Wesołych Świąt!🇵🇱🎄🎁🌟 https://t.co/YTggemriEl",pl,Tweet,7,2815,555,664,107828,2023-12-24 12:00:01,"<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,photo,https://pbs.twimg.com/media/GCGcbtBXIAAvaDt.jpg
'1738845751310959094',"Dziękuję żołnierzom i wszystkim noszącym polski mundur za to, że pilnują naszego bezpieczeństwa! 
Dzięki Wam miliony polskich rodzin mogą w spokoju cieszyć się Bożym Narodzeniem. 
Niech te święta również dla Was będą bezpieczne i radosne.
🇵🇱🛡
A do koalicji rządowej zwracam się z apelem o to, by szanowali ciężką pracę naszych funkcjonariuszy i zawetowali szkodliwe dla Polski przepisy zawarte w pakcie migracyjnym. 
Polska musi być bezpieczna - nie tylko na Święta!",pl,Tweet,26,5001,1233,1083,190959,2023-12-24 09:55:07,"<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1738845655555080192/pu/vid/avc1/720x1280/fUXP5ku333auba0j.mp4?tag=12
'1738633841726595372',"Panie Prezydencie @AndrzejDuda - dziękuję za decyzję zgodną z duchem prawa i dobrych, demokratycznych obyczajów. 

Posłowie @pisorgpl poprą projekt ustawy okołobużetowej autorstwa Prezydenta. TAK dla podwyżek dla nauczycieli!",pl,Tweet,21,5013,1142,1360,341831,2023-12-23 19:53:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1738486575787332003',"Boże Narodzenie to czas, kiedy różnice znikają, ludzie się  do siebie zbliżają - i to daje nam poczucie wspólnoty! 
Pamiętajmy, że są sprawy większe od nas i ważniejsze od bieżących sporów. To rodzina i miłość. To nasza, wspólna, bezpieczna Polska... więc bądźmy razem! Wesołych Świąt! 🇵🇱🎄🎁🌟👨‍👩‍👧‍👦",pl,Tweet,31,4183,1018,1629,219298,2023-12-23 10:07:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1738486465418391552/vid/avc1/1280x720/hqnXIha8gfwY1R8Y.mp4?tag=14
'1738216137748336771',"Civic Platform claimed that, under their leadership, Poland would be a more liberal, democratic Poland. However, Tusk has done nothing but breach legislative procedures, democratic norms & the rule of law since assuming power. 
His government's unlawful acts are increasing day by day: 
🔴 the unlawful and legally ineffective appointment of corporate authorities
🔴 shortening the term of office of the head of the anti-corruption service 
🔴 the proposal to amend the Rules of Procedure of common courts &
🔴 to endanger Poland's security by agreeing to the migration pact.",en,Tweet,29,2536,930,1096,251413,2023-12-22 16:13:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1738140055309291965',"Dear @P_Fiala, please accept my deepest condolences which I pass on to all my Czech friends following the attack at Charles University. I am extremely shocked by these tragic events. Today, I stand with the victims &amp; the victims' families. 🇵🇱🤝🇨🇿",en,Tweet,3,950,202,70,89248,2023-12-22 11:10:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1738092128683581809',"In just a week since the new government took power in Poland, they managed to destroy the public media – by illegally taking them over, thus violating the Constitution – by putting resolutions ahead of laws, and endangering Poland's security by agreeing to the migration pact.

@pisorgpl strongly opposes this unprecedented violation of the law.",en,Tweet,203,5194,2172,2466,1046970,2023-12-22 08:00:30,"<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1738083615811026944/pu/vid/avc1/1280x720/plMeIWRI2Wff8Ft5.mp4?tag=12
'1737920122025570606',"Nielegalne przejęcie mediów publicznych jest nowemu rządowi potrzebne, aby odciąć Polaków od niewygodnej prawdy. Chociażby o wyrażeniu zgody przez rząd Tuska na przyjęcie unijnego paktu migracyjnego, który zakłada przymusową relokację lub kary finansowe. Brońmy wolności! https://t.co/1wzVOb63cM",pl,Tweet,49,4859,1713,3065,281147,2023-12-21 20:37:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1737920027402063873/vid/avc1/720x1280/rsOBVHif9J1DwUEc.mp4?tag=14
'1737499063057076272',"Pani Jourova jest dzisiaj w Polsce w momencie, w którym władza wprost łamie ustawy, siłą próbuje przejąć media publiczne, nie zważając na legalnie przyjęte, podpisane i opublikowane prawo.

Więcej, pojawiają się doniesienia, że przy tej okazji do manipulowania sygnałem telewizyjnym są wykorzystywane służby specjalne.

Czy to jest praworządność? Czy takie są standardy europejskie w kontekście wolności mediów? 

To są podwójne standardy, to zbrodnia na praworządności, pogwałcenie prawa. To potwierdzenie, że w operacji ""praworządność"" V. Jourovej to nie o praworządność chodziło. 

Gdyby było inaczej to dziś Pani Jourova skorzystałaby z okazji i tym razem pochyliła się nad rzeczywistym łamaniem praworządności.",pl,Tweet,46,4610,1461,2019,456392,2023-12-20 16:43:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1737426937713160481',"Bezprawne działania ministra kultury w odniesieniu do TVP, Polskiego Radia i PAP pokazują jak władza, która rzekomo dba o praworządność łamie ją na każdym kroku. A rządzą tylko tydzień… Nie poddamy się. Nie pozwolimy na budowę dyktatury w Polsce.",pl,Tweet,53,6025,1583,3643,520342,2023-12-20 11:57:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1737103239567323145',"To budżet dwóch kieszeni. Do jednej wkładają, a z drugiej wyciągają. Wkładają nielicznym, a wyciągają wszystkim. 

Kilkanaście procent polskich pracowników ma dostać podwyżki do jednej kieszeni, a z drugiej - już wszystkim Polakom - wyciągnięte zostaną pieniądze poprzez m. in. likwidację tarczy energetycznej w drugiej połowie przyszłego roku.

Ten budżet to od lipca podwyżka cen prądu, gazu, ciepła, żywności. 

A jeśli chodzi o deficyt... Jeszcze we wrześniu 164 mld zł miały być katastrofą, końcem Polski, zadłużaniem Polaków. Teraz ponad 184 mld zł deficytu już nie przeszkadza. Hipokryzja sięgnęła szczytów Himalajów. 

Zostawiliśmy finanse publiczne w dobrej kondycji, dlatego teraz można finansować projekty @pisorgpl: 800+, zbrojenia, darmowe autostrady, 13. i 14. Emerytury, tarcze antykryzysowe czy 0% VAT na żywność, podwyżki dla sfery budżetowej i dla nauczycieli.",pl,Tweet,59,3910,1188,2331,478223,2023-12-19 14:31:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1735980848241950780',"Dziś przypada 42 rocznica pacyfikacji kopalni “Wujek”, w której z rąk ZOMOwców zginęło 9 górników. Najmłodszy zabity miał jedynie 19 lat…

""Idą pancry na Wujek:
Płoną znicze ku zabitych chwale,
Ale zgasła nadzieja na potem,
Gdzie twe czyste ręce generale,
Zawracają pancry z powrotem"".

Rodziny zabitych wiele lat czekały na sprawiedliwość. Zwierzchnicy morderców z ZOMO nie ponieśli odpowiedzialności. 

Ale my pamiętamy. Chwała i cześć pomordowanym. Polska Was nie zapomni. 🇵🇱",pl,Tweet,8,2033,629,365,127977,2023-12-16 12:11:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GBdxYP6W8AAgeFS.jpg
'1735698411775578188',"KPO – wynegocjowane przez rząd @pisorgpl.

Zaliczka z KPO – wynegocjowana przez rząd Prawa i Sprawiedliwości.",pl,Tweet,47,3785,898,3215,581794,2023-12-15 17:28:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1734933619666272729',"42 lata temu komunistyczna Rada Państwa wprowadziła na terenie Polski stan wojenny. 

Dziś wciąż powinniśmy pamiętać o jego ofiarach, cierpieniach milionów Polaków, odwadze członków Solidarności i Solidarności Walczącej, którzy walczyli z reżimem o naszą wolność. 

Wolność, która nadeszła! Korzystajmy z niej mądrze. Dbajmy o Polskę, niepodległość i demokrację.🇵🇱",pl,Tweet,29,3407,783,1015,275768,2023-12-13 14:49:43,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GBO42EMXoAAmp9A.jpg
'1735255446745686042',"Szanowni Państwo, w pierwotnej wersji wpisu zabrakło podpisu autora legendarnej fotografii. Wszyscy wiemy, że chodzi o Chrisa Niedenthala, którego reprezentuje agencja FORUM. Za niedopatrzenie oczywiście przepraszam.",pl,Reply,3,277,39,73,31471,2023-12-14 12:08:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1734235467309109381',"Polska to wielka siła duchowa. I to nie my ją wybieramy. To ona wybiera nas. 

Dziękuję wszystkim, którzy wspierali mój rząd. Dziękuję za zaszczyt bycia premierem Polski. 🇵🇱 https://t.co/G1N8yicFru",pl,Tweet,56,7910,1175,2989,591260,2023-12-11 16:35:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GBE99sCWoAAs1TR.jpg
'1734156664066936959',"❗️ „W polityce międzynarodowej o sile państwa świadczy również silna armia - świetnie uzbrojona, silny polski przemysł zbrojeniowy. 4% PKB na wojsko polskie - to fundament bezpieczeństwa i naszej suwerenności"" - premier @MorawieckiM. https://t.co/Nu1xA8X3zE",pl,Retweet,0,281,78,124,56132,2023-12-11 11:22:22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GBD2LUOXUAAq7pX.jpg
'1734170501243633766',"❗️""Nie godzimy się na jakiekolwiek dalsze odbieranie kompetencji państwa. Jeśli UE ma przetrwać, to musi odejść od prób zagarniania kolejnych kompetencji. Nie będzie naszej zgody na zmniejszanie zakresu spraw, które podlegają państwu polskiemu"" - premier @MorawieckiM. https://t.co/p5qp1KF1fR",pl,Retweet,2,274,79,55,42182,2023-12-11 12:17:21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GBECxDfW4AAdECP.jpg
'1734171651615449575',"❗️ „Polska musi być ambitna i dojrzała - by spełniać nadzieje, które pokładały w nas poprzednie pokolenia i dać nadzieję na dobrą przyszłość następnym pokoleniem. 🇵🇱 przyszłość zrodzi się z naszej współpracy, mądrości, odwagi i z głębi naszych serc” - premier @MorawieckiM. https://t.co/byRagbEqkC",pl,Retweet,3,431,125,124,38754,2023-12-11 12:21:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1734171554399801344/vid/avc1/720x720/T4Pl58_u7CLRQ9IZ.mp4?tag=14
'1734175624489574913',"❗️""Chcemy Polski takiej, która będzie dumą dla Polaków. Takiej, która nie odwraca się od swojej przeszłości oraz ma odwagę sięgać w przyszłość. Aby taka Polska stała się faktem, musimy zakończyć wojnę polsko-polską. Wzywam do tego nas wszystkich"" - premier @MorawieckiM. https://t.co/hQxnEYicT2",pl,Retweet,3,234,69,53,31248,2023-12-11 12:37:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GBEHcXOWsAML-4q.jpg
'1734119019236491386',"Polska to nasz wspólny dom. Dziś potrzebuje jedności wszystkich sił politycznych. Wierzę, że to możliwie. O jej przeszłości, przyszłości i wielkości dziś o 10:00 w Sejmie. Do zobaczenia🇵🇱💪🏻 https://t.co/nQcWE0R1DC",pl,Tweet,32,2550,728,1372,236841,2023-12-11 08:52:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1734118933093904384/vid/avc1/1280x720/4SnhdM1Zq1Ff4Gpe.mp4?tag=14
'1733514878000796132',Minister Finansów podpisał właśnie na moje polecenie rozporządzenie VAT 0% na żywność. To oszczędność na zakupach dla milionów polskich rodzin. Tak wygląda skuteczna i ambitna polityka.,pl,Tweet,21,3245,714,1586,473514,2023-12-09 16:52:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
