tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1792677269653409810',@PierogowyHusarz To niech idzie. Ale po wyroku.,pl,Reply,2,205,0,15,14425,2024-05-21 00:02:22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1792649064636444977',"Otrzymałem od was dużo życzeń powrotu do zdrowia. Bardzo dziękuję. I przy okazji coś wam opowiem.

Po tym jak tydzień temu na dość długo zacisnęła mi się krtań tak bardzo, że nie mogłem oddychać, pojechałem na badania do prywatnego szpitala. Jedna rozmowa, druga, jedno badanie, drugie badanie. No i pani doktor mówi: - To są problemy z zatokami.

Trochę mnie to zdziwiło, ale ok. Spytałem: - A czy to możliwe, że mam krztusiec? Ktoś mi powiedział, że objawy się zgadzają.

Zostałem wyśmiany.

Kilka godzin później byłem u jeszcze innej pani doktor. Ona mówi: - To zatoki. Spływa panu coś do gardła, wpadnie nie w tę dziurkę, zaciska się krtań. Tyle.
- Ale to nie to. Nic mi nie wpadło. To nie było zachłyśnięcie się.
- Niech pan mi zaufa.
- No dobrze, a to nie może być krztusiec?
- Krztusiec, krztusiec... Ludzie powariowali. Teraz to niby każdy ma krztusiec - prychnęła.

A jednak coś mnie podkusiło i zrobiłem sobie badania krwi pod kątem bakterii odpowiedzialnej za krztusiec. Zgadnijcie, co mi wyszło.

No więc wydałem w jeden dzień ze dwa tysiące złotych na badania i rozmowę z dwiema paniami, które zgodnie wyśmiały krztuścową teorię. Potem jeszcze kupiłem za kilkaset złotych leków, które leczą mnie z czegoś, na co nie jestem chory. Ale nie o pieniądze chodzi, ale o to, że po prostu mnie te babki swoim sztampowym podejściem wkurzyły.

Uważajcie na to cholerstwo, a jak męczy was uciążliwy, przewlekły kaszel, czasami tak napadowy, że niemalże do wymiotów, to zróbcie sobie badania krwi na własną rękę.",pl,Tweet,456,8184,494,1523,1060092,2024-05-20 22:10:17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792516942927900992',"Garstka herosów i pozostali Polacy, którzy stali wzdłuż torów, żeby siekierami zabijać Żydów uciekających z obozów.

Tomasz Lis, 20.05.2024",pl,Tweet,37,2476,94,201,276672,2024-05-20 13:25:17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792639522997493923',"@PaulinaDudzicka @PiotrZychowicz ""Akurat nie czytałam"" 😂

Proszę Pani, im dłużej trwa ta wymiana zdań, tym bardziej podejrzewam, że Pani nic nie czytała.",pl,Reply,0,117,1,3,3185,2024-05-20 21:32:22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792636171387875796',"@PaulinaDudzicka @PiotrZychowicz Ja myślałem, że Pani jest taka oczytana, że po prostu poda mi jakieś tytuły.",pl,Reply,0,50,1,1,2779,2024-05-20 21:19:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792625772349300911',"@PaulinaDudzicka Pani Paulino, póki co to Pani mnie cały czas obraża. Ale w porządku, przełknę to. Proszę mi tylko doradzić w kwestii poszerzenia wiedzy.",pl,Reply,0,62,0,2,3092,2024-05-20 20:37:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792618850141266412',@PaulinaDudzicka Podyskutujmy o tym Paulino. Co konkretnie chciałabyś mi przekazać? Z czym się nie zgadzasz?,pl,Reply,0,97,1,6,4709,2024-05-20 20:10:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792616696974352788',"RT @OficjalneZero: @GroundZeroPL właśnie wystartowało! 
A my zachęcamy do komentowania programu na bieżąco pod hashtagiem #GroundZero. Wasze komentarze mogą pojawić się na żywo! 

Widzimy się tu: https://t.co/wrK9Ya5fki https://t.co/tzr4Gth052",pl,Retweet,1,109,4,3,47941,2024-05-20 20:01:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#GroundZero,https://youtube.com/live/aLtKSf7KTEE,photo,https://pbs.twimg.com/media/GOCnYfNW8AAd2Ij.jpg
'1792587536415551598',"RT @OficjalneZero: Dziś o 20:00 obowiązkowa zbiórka! 
Widzimy się na niezastąpionym @GroundZeroPL 🔥

Generał Rajmund Andrzejczak i Sławomir Dębski już w drodze do studia! 
Dzisiaj porozmawiamy o tym, czego boi się Rosja, a czym straszy. 
Powiemy też, jak zabezpieczyć się przed działaniami Rosji.

Do zobaczenia!🫡
https://t.co/eYqbtNyy5U",pl,Retweet,2,418,10,16,67957,2024-05-20 18:05:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1792587177982894081/vid/avc1/1280x720/lYfXh2FaGWPl35C2.mp4?tag=14
'1792593201473138989',"RT @OficjalneZero: Czy śmierć prezydenta Iranu może mieć wpływ na sytuację w regionie? Dlaczego żaden inny irański urzędnik nie miał na rękach tyle krwi Irańczyków co Ebrahim Raisi? 
Między innymi na te pytania odpowiada Arleta Bojke (@abojke). 

Obejrzyjcie najnowsze commentary⬇️
https://t.co/e3eMZa08Ta",pl,Retweet,7,134,9,6,45555,2024-05-20 18:28:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GOCSAwKWEAAIkjE.jpg
'1792582400268017708',@PatrykSlowik A na PIESEL będzie?,pl,Reply,0,232,1,9,24730,2024-05-20 17:45:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792540978487664899',"RT @OficjalneZero: 💥 Jaki jest cykl kosztów życia sprzętu wojskowego? 
💥 Jaki procent wydatków stanowią koszty eksploatacji i wsparcia? 
💥 Czy jesteśmy w stanie obniżyć militarne koszty i uniezależnić się od zagranicznych dostawców? 

Na te i inne pytania, w najnowszym ""Militarnym Zerze"", odpowie @wolski_jaros . Już na kanale! https://t.co/2hQ3aoJ2WO",pl,Retweet,3,195,16,14,63822,2024-05-20 15:00:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1792522078354104321/pu/vid/avc1/1280x720/-EKH1CducpYbkiRo.mp4?tag=12
'1792169275316129985',"Obejrzałem tę kłótnię u Rymanowskiego, żebyście wy nie musiei.

Biedroń twierdzi, że 30 procent Polski zajmowały strefy wolne od LGBT. Z kolei Czarnek uważa, że takich stref w ogóle nie było.

Później mamy klasyczne:
były / nie było
były / nie było
były / nie było
były / nie było

Następnie Biedroń sugeruje, że tacy jak on dla Czarnka nie są ludźmi, więc Czarnek zaczyna non-stop zwracać się do niego per ""człowieku"".

Potem dalej:
były / nie było
były / nie było
były / nie było, przeproś
były / nie było, przeproś
były / nie było
były / nie było

W końcu Biedroń używa słowa ""degeneracja"" (odnosząc się chyba do szkół za czasów Czarnka, ale dyskusja jest już na tyle dynamiczna, że mogłem popierniczyć), a Czarnek podłapuje to słowo i mówi ""zdegenerowany człowieku"". Na to wstaje Zalewski i mówi, że idzie do domu, wszyscy mówią, żeby nie szedł, a on na to - innymi słowami oczywiście - że to pierdoli i idzie. No i poszedł.

Trudno uznać, że Czarnek nazwał Biedronia ""zdegenerowany"" ze względu na preferencje seksualne (w ogóle dlaczego większość osób z automatu uznała to za pewnik, to co najmniej niestosowna hipoteza), z rozmowy wynika, że ewentualna degeneracja Biedronia miałaby być mu przepisana ze względu na kłamstwa - kłamstwa według Czarnka, oczywiście - na temat Polski.

Pozostaje więc wyjaśnić czy faktycznie jedna trzecia kraju była strefą wolną od LGBT.",pl,Tweet,255,7443,763,1200,772490,2024-05-19 14:23:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792546923661963394',"@marekrutkowski6 ""różnego rodzaju uchwały"":))))))

A ja pytałem konkretnie o strefę wolną od LGBT.",pl,Reply,0,227,3,7,9170,2024-05-20 15:24:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792543843218252266',"Przepis o młodzieżowcu zostaje. Czy to dobrze, czy źle - nie wiadomo, ponieważ decyzja PZPN nie została poprzedzona jakąkolwiek analizą. Związek nie przedstawił danych, co ten przepis przyniósł, jak zmieniała się liczba młodych zawodników w najwyższych ligach na przestrzeni lat, jaki miało to wpływ na rynek transferowy wewnętrzny i zewnętrzny itd. Po prostu jedni uważają, że przepis jest spoko, inni, że jest kiepski, ale żeby od razu wchodzić w szczegóły - no, komu by się chciało.",pl,Tweet,17,797,3,47,222387,2024-05-20 15:12:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792544797699248616',"Dodajmy, że aktualnie przepis polega na tym, że jeśli masz pieniądze, to możesz go nie respektować, co jest absolutnym kuriozum, ponieważ zaburza to równość rywalizacji sportowej. Równie dobrze można byłoby bogatszym zrobić większe bramki.",pl,Reply,2,591,3,28,79410,2024-05-20 15:15:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792525689654051115',"Do nadrobienia dla tych, którzy przeoczyli.

https://t.co/t9VGgZenGC",pl,Tweet,9,540,55,58,83738,2024-05-20 14:00:02,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.youtube.com/watch?v=wcDaaJMLf6w,,
'1792516942927900992',"Garstka herosów i pozostali Polacy, którzy stali wzdłuż torów, żeby siekierami zabijać Żydów uciekających z obozów.

Tomasz Lis, 20.05.2024",pl,Tweet,37,2476,94,201,276672,2024-05-20 13:25:17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792264651528347906',"Non stop do Polski przyjeżdżają wycieczki uczniów z Izraela. Do Warszawy, do Płońska, do Krakowa, do Oświęcimia. Jednocześnie sondaże w Izraelu - a także wypowiedzi w reportażach Marii Wiernikowskiej na Zero - dobitnie pokazują, że oni naprawdę uważają nas za zbrodniarzy wojennych. Może warto się zastanowić, co pokazujemy nie tak, co nie tak przedstawiamy, w jaki sposób w naszych muzeach, w naszych miejscach pamięci edukujemy. Można się złościć, ale lepiej jednak analizować i przeciwdziałać.",pl,Tweet,232,9062,790,1312,791080,2024-05-19 20:42:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792515529338425562',@artur_dwieszopy Zgubiłeś flagę UE.,pl,Reply,0,77,1,4,2415,2024-05-20 13:19:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792507976994996616',"@lis_tomasz Powyższy wpis to doskonały przykład, że jednak należy się zastanowić nie tylko nad tym, co pokazujemy wycieczkom z Izraela, ale także nad tym, co pokazujemy Polakom. Wszędzie deficyty.",pl,Reply,11,4185,70,64,78015,2024-05-20 12:49:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792308115666243610',"Tak czytam co się działo w rejonach internetu dla mnie obcych i znowu mnie świat zaskakuje. Zawsze liczyłem na to, że jak już byli sportowcy wejdą do freaków to zrobią tam porządek, a potem widzę, że Tomasz Adamek pokonał sympatycznego amatora dopiero na punkty, natomiast pani Piątkowska zapomniała wyjść do którejś rundy. Jeszcze niech tylko Mike Tyson da się obić temu gościowi od napojów i pomyślę, że boks jest dyscypliną uprawianą przez ludzi, którzy nie mieli innego pomysłu na życie.",pl,Tweet,47,1126,16,167,467689,2024-05-19 23:35:28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792348745772023961',@martingendek Planuję nie robić wtedy nic.,pl,Reply,1,260,0,6,35951,2024-05-20 02:16:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792343823043232003',@RealMadryt_pl Uważajcie na Sørlotha.,pl,Reply,0,36,0,5,21263,2024-05-20 01:57:22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792339066715017497',@PWspominki Ja nigdy.,pl,Reply,0,9,0,5,13966,2024-05-20 01:38:28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792338339066212703',@boxingfun Swoją barkę pozostawił na brzegu.,pl,Reply,0,12,0,2,3210,2024-05-20 01:35:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792301894066471124',"Miałem taki epizod w życiu, że notorycznie musiałem zapraszać do programu ""Stan Futbolu"" byłych piłkarzy (przynajmniej jednego na czterech gości). Czułem presję, że trzeba. Wydawało mi się, że na tym polega telewizja. Bo wszyscy tak robią. Aż w końcu machnąłem ręką, przestałem i zapraszałem głównie dziennikarzy, bo ile można...",pl,Tweet,405,968,27,98,887379,2024-05-19 23:10:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792336881050591486',@tobylypieknedni @TFrankowski21 Ale ja szanuję Tomasza Frankowskiego.,pl,Reply,1,106,0,7,25597,2024-05-20 01:29:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792336381680976054',@robert666R @Aleksan08779657 @pisorgpl Proszę dodać flagę UE. Dziękuję.,pl,Reply,0,443,0,5,7171,2024-05-20 01:27:48,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792327292628189509',RT @PrawdaPolsko: @K_Stanowski Bo taki marny z Pana dziennikarz że nie zgłębił Pan tematu jakim jest PiESEL. No cóż taki dziennikarz jaki jego kanał czyli „zero”.,pl,Retweet,2,20,1,10,57993,2024-05-20 00:51:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1792326476165251173',Karny i czerwona. Jeśli ktoś uważa inaczej to... (wpisz sobie co chcesz),pl,Tweet,17,854,5,133,294303,2024-05-20 00:48:26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792323745991864438',"Jest wielu inteligentnych byłych piłkarzy, którzy dodają kolorytu programom. Lubię ich i cenię. Problem w tym, że jest ich względnie niewielu i że już są przez rynek rozdrapani. Natomiast telewizje / kanały wpadają w pułapkę myślenia, że program bez byłego piłkarza jest gorszy merytorycznie. To nieprawda. Zazwyczaj jest lepszy, o ile nie zgarnąłeś kogoś z tej ""pierwszej ligi"" ekspertów.

Czy wypłynąłem dzięki byłym piłkarzom? Nie sądzę. Wypłynąłem wykonując rzetelnie swoją pracę. Czasami rozmawiając w byłymi piłkarzami, czasami ich zatrudniając.",pl,Reply,5,365,3,22,98743,2024-05-20 00:37:35,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792321823721611753',"To też prawda. Przepisy są idiotyczne. Faul w narożniku pola karnego, gdy nawet nie pachnie golem, zamienia się w sytuację stuprocentową. A dajcie strzał z tamtego miejsca, bez muru - no i zobaczymy, na ile było groźnie.",pl,Tweet,4,129,0,18,127126,2024-05-20 00:29:57,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792316545571467543',"Chciałem tylko dodać do dyskusji toczącej się w innych wątkach, że w przepisach nie ma nic o tym, że faul jest wtedy, gdy faulowany upadnie. W zasadzie są to zdarzenia niepowiązane.",pl,Tweet,6,388,4,45,139700,2024-05-20 00:08:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792313876098281863',"Podane przez ciebie okoliczności zakładają analizę, w którą stronę biegł faulowany. Moim zdaniem nie ma to najmniejszego znaczenia, w przepisach nie natrafiłem na taki fragment. To że gość został kopnięty widać ewidentnie. To że nie można nikogo kopać jest jasne. Nie wiem gdzie tu kontrowersja.",pl,Reply,0,77,0,15,11205,2024-05-19 23:58:22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792312967708471575',"Moim zdaniem po kopnięciu można jeszcze przebiec maraton, co nie zmienia faktu, że kopać nie wolno i zgodnie z przepisami jest to faul.",pl,Tweet,5,327,1,25,127177,2024-05-19 23:54:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792311968163860777',@leszekmilewski No właśnie:),pl,Reply,3,335,2,4,61472,2024-05-19 23:50:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792311866217181248',"@sz_janczyk Co to za argument, że ""uciekał od bramki""? Mógł nawet piruety kręcić. Faul to faul. To samo zdarzenie na środku boiska zostałoby zaliczone jako faul od razu. Gość go kopnął w nogę, jest to niedozwolone i oznacza w tym momencie karnego.",pl,Reply,1,349,0,18,33728,2024-05-19 23:50:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792310906044518409',@RossPuschalnik @PProkulski One mi się mylą:) Ale tamta też z boksu?,pl,Reply,2,44,0,6,23648,2024-05-19 23:46:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792310547922239809',@PProkulski A w przeszłości to nie ona dostała od jakiejś babki od seksualnych porad?,pl,Reply,5,143,0,8,68258,2024-05-19 23:45:08,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792309794830741599',"@ewronkozak123 Nie, ale jak widzę twoje zdjęcie to się zastanawiam.",pl,Reply,18,1384,40,24,73304,2024-05-19 23:42:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792309491184058501',"@Grama12327 Spoko. Widocznie zbyt wiele oczekuję i zbyt wielką różnicę sportową wyobrażam sobie pomiędzy absolutnym zawodowcem i amatorem. W swojej naiwności wyobrażałem sobie, że nawet minuta może wystarczyć.",pl,Reply,0,184,0,19,15880,2024-05-19 23:40:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792308539462938836',"@Grama12327 Tak, wiem. Co w związku z tym?",pl,Reply,0,115,0,11,46492,2024-05-19 23:37:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792304122990866921',@SamSzczygielski @mogiel90 Czyli GKS jest twoim zdaniem mocnym faworytem meczu w Gdyni?,pl,Reply,0,8,0,3,5121,2024-05-19 23:19:36,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792300849848356886',@odbierdoltasie @PawelPaczul Nie znam właściciela Arki.,pl,Reply,0,19,0,2,5866,2024-05-19 23:06:36,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792288451955441954',"Jutro w poranku w Kanale Zero rewelacyjny duet Warga&amp;Krzan. Ja mam zalecenia, żeby odpocząć i przede wszystkim jak najmniej mówić. Może usłyszymy się we wtorek wieczorem, bo jest pomysł na fajny program. Ale dam znać.",pl,Tweet,1,616,2,70,175281,2024-05-19 22:17:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1792293792466325788',"@MrJonathanPL Tak, kupiłem.",pl,Reply,0,18,0,1,6461,2024-05-19 22:38:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1792289425159835741',"@d_u_R_A_L Nie, w czasie programu miałem dopływ tlenu. Znacząco przez moment mniejszy, ale jednak miałem.",pl,Reply,0,25,0,2,8610,2024-05-19 22:21:12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1792277004613550249',"Zdaniem tego dziennikarza wreszcie odpowiednia oprawa meczu derbowego w Trójmieście. Jedni rzucają racami, drudzy wyzywają.",pl,Tweet,10,248,2,61,154658,2024-05-19 21:31:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792278969452040399',"@KubaTrec Jeśli zacznie pan czytać swoje wpisy przed publikacją, może wyjdzie to panu na dobre.",pl,Reply,0,48,0,3,4839,2024-05-19 21:39:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792275483981136134',"@michalkujawski_ Owszem, nie mam zamiaru wnikać w to, co między sobą mówią turyści z Izraela. Ale mówię o tym, że powinniśmy się zastanowić, co sami i w jakim stopniu im mówimy.",pl,Reply,1,136,3,12,11893,2024-05-19 21:25:48,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792271698688970907',"Jeśli uznamy, że tak po prostu jest i nic się z tym nie da zrobić (przebija to z komentarzy) to za 20 lat nasze dzieci będą się tłumaczyć, dlaczego szły pod rękę z Hitlerem.",pl,Reply,10,3948,148,209,188350,2024-05-19 21:10:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792267246938546583',@michalkujawski_ Co konkretnie się panu nie klei?,pl,Reply,0,339,3,16,51728,2024-05-19 20:53:05,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792265434718146914',"@sjanus_pl Ale to my jesteśmy gospodarzami. To my decydujemy jakie są tablice informacyjne i w jakim języku, co leci z głośników, jacy są przewodnicy na miejscu i po co.",pl,Reply,9,2271,55,267,114088,2024-05-19 20:45:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792233735015825764',"Na 15 sezonów spędzonych na ławce trenerskiej, Pep Guardiola wygra za moment ligę po raz 12. Najniższa średnia punktowa w karierze - 2,05 w pierwszym sezonie w Anglii. Sześć razy jego drużyny osiągały średnią punktową powyżej 2,50.",pl,Tweet,18,1310,14,141,221606,2024-05-19 18:39:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792221374947225886',Ta ostatnia niedziela... https://t.co/k2BxxFsOIx,pl,Tweet,14,893,3,127,151043,2024-05-19 17:50:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GN8_123XkAAWZKC.jpg
'1792222508868853920',@maniaqPS 65,und,Reply,0,16,0,5,8358,2024-05-19 17:55:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1792210338135363820',"@mike_sticker @Adam_Dabrowski_ Nie tylko próbuję stworzyć wrażenie, ale wręcz uważam, że z kontekstu rozmowy tak wynika. Pan natomiast uważa, że rozmowa nie ma znaczenia, bo ""pan już wie"".",pl,Reply,0,644,4,11,11928,2024-05-19 17:06:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792209863780774344',"Do tej pory sądziłem, że aby pies miał dom to musi mieć... dom, a nie numer.",pl,Tweet,14,2505,94,276,245751,2024-05-19 17:05:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792208993827324255',@Adam_Dabrowski_ W jaki sposób?,pl,Reply,1,779,2,15,46509,2024-05-19 17:01:36,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1791955367959650687',Straszne to jest.,pl,Tweet,271,6868,72,737,1029950,2024-05-19 00:13:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792207630401978686',"@Mieszkanienowa @nadredaktor665 Mistrzu, grafika, którą wrzuciłeś świadczy o tym, że przybyło nam 50 000 subów w ciągu 30 dni, a nie o tym, że ubyło:))))

Spadek procentowy oznacza, że poprzednie 30 dni było jeszcze lepsze pod względem dynamiki subów:))))))",pl,Reply,0,16,0,2,1159,2024-05-19 16:56:11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792178910051877375',@Tadzik88 Na czym polega manipulacja?,pl,Reply,4,2228,13,68,94663,2024-05-19 15:02:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792178148332765655',@Aleksan08779657 Ale w co konkretnie mam nie wierzyć?,pl,Reply,1,1444,7,28,80477,2024-05-19 14:59:02,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792166180838371722',@PiotrLeMansa @nadredaktor665 Na 15.,und,Reply,0,18,0,2,3291,2024-05-19 14:11:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792165299757690882',"30 procent Polski stanowiły ""strefy wolne od LGBT""?",pl,Tweet,299,2904,249,522,450646,2024-05-19 14:07:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1792146403390562509',"RT @OficjalneZero: Horror izraelsko-palestyński. Wzajemne ataki, odwety, morderstwa, podpalenia. Zobaczyliśmy to z obu stron, rozmawiając z nienawidzącymi się ludźmi.

Zapraszamy na kolejny odcinek z serii „Widziałam” Marii Wiernikowskiej👇🏼
https://t.co/FrZNXvja4J https://t.co/QhQLMg333D",pl,Retweet,9,355,54,42,53428,2024-05-19 12:52:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://youtu.be/wcDaaJMLf6w,video,https://video.twimg.com/amplify_video/1792146153233956864/vid/avc1/1280x720/LueAA0UTXzXfQqC_.mp4?tag=14
'1792150609023386063',"@WeszloCom Ja uważam, że nie w tym rzecz. Sprawność z jaką opróżnia butelkę wódki, wymagająca lat treningu, pokazuje, że niepotrzebnie wymagaliśmy zbyt wiele od reprezentacji.",pl,Reply,11,3234,14,105,106435,2024-05-19 13:09:36,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1792143999223874012',"Dwa poprzednie odcinki były świetne, ale ten jest najmocniejszy. Horror izraelsko-palestyński. Wzajemne ataki, odwety, morderstwa, podpalenia. Zobaczyliśmy to na własne oczy, z obu stron, rozmawialiśmy z nienawidzącymi się ludźmi. Jak wyglądają codzienne walki na Zachodnim Brzegu.

Trzeci odcinek serii Marii Wiernikowskiej i Szymona Fiedorka. Jeśli cenicie takie dziennikarstwo, podajcie proszę ten film dalej. Skomentujcie na YT, dajcie tam lajka. I pokażcie znajomym. Dziękuję.

https://t.co/d9zzTqE2gI",pl,Tweet,37,1356,165,94,189360,2024-05-19 12:43:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1792146261635731556',@Aleks70048657 Bo żyjemy w wolnym kraju.,pl,Reply,1,306,4,14,12139,2024-05-19 12:52:19,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1792129225438220470',"RT @jakubbialek: Redaktor @jan_mazi obserwował z bliska, jak Bayer Leverkusen świętował mistrzostwo Niemiec i napisał o tym reportaż. Perełka! 
https://t.co/9x5FoS9Yvk",pl,Retweet,5,39,3,6,33386,2024-05-19 11:44:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://weszlo.com/2024/05/19/bayer-leverkusen-mistrz-niemiec-reportaz/,,
'1792126429179617285',"RT @jan_mazi: Meisterkusen nie przegrali od 51 meczów.
Fabryka zwalnia ludzi, oni wygrywają.

„Wychowałem się na Bayerze, który zawsze przegrywał”
„Ten mistrz Niemiec ważniejszy niż przyszłe Ligi Mistrzów”

Potencjał na jedną z najlepszych drużyn XXI wieku.
Reportaż.
https://t.co/cv0Z0tVKxe",pl,Retweet,6,99,10,10,39290,2024-05-19 11:33:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://weszlo.com/2024/05/19/bayer-leverkusen-mistrz-niemiec-reportaz/,,
